id,Date,pH,TDS,Temperature,EC
2290,2025-05-18 23:36:52.547586+00,8.1,82.83,16.06,123.63
2291,2025-05-18 23:56:52.549076+00,8.05,84.83,15.81,126.61
2292,2025-05-19 00:16:53.199651+00,7.98,86.37,15.56,128.91
2293,2025-05-19 00:36:52.551786+00,7.97,88.41,15.38,131.96
2294,2025-05-19 00:56:52.550963+00,7.89,89.72,15.13,133.91
2295,2025-05-19 01:16:52.551393+00,7.88,92.76,14.87,138.45
2296,2025-05-19 01:36:52.725231+00,7.82,93.65,14.69,139.78
2297,2025-05-19 01:56:52.750873+00,7.75,95.19,14.44,142.07
2298,2025-05-19 02:16:52.549451+00,7.7,97.19,14.19,145.06
2299,2025-05-19 02:36:52.542846+00,7.63,98.73,13.94,147.36
2300,2025-05-19 02:56:52.543712+00,7.56,99.51,13.75,148.52
2301,2025-05-19 03:16:53.392969+00,7.48,100.82,13.5,150.48
2302,2025-05-19 03:36:52.698962+00,7.44,103.05,13.25,153.81
2303,2025-05-19 03:56:52.72594+00,7.37,104.59,13.0,156.1
2304,2025-05-19 04:16:52.60157+00,7.3,106.13,12.75,158.4
2305,2025-05-19 04:36:54.951+00,7.18,106.52,12.5,158.99
2306,2025-05-19 04:56:52.55081+00,7.12,108.29,12.25,161.63
2307,2025-05-19 05:16:52.662471+00,7.04,109.6,12.0,163.58
2308,2025-05-19 05:36:52.66948+00,6.94,109.7,11.81,163.73
2309,2025-05-19 05:56:52.542064+00,6.84,110.55,11.56,165.0
2310,2025-05-19 06:16:52.548627+00,6.75,110.75,11.38,165.3
2311,2025-05-19 06:36:52.586246+00,6.66,111.07,11.19,165.78
2312,2025-05-19 06:56:52.549964+00,6.6,111.33,11.06,166.16
2313,2025-05-19 07:16:52.535721+00,6.51,110.78,10.94,165.34
2314,2025-05-19 07:36:52.744641+00,6.43,109.7,10.88,163.73
2315,2025-05-19 07:56:52.661358+00,6.38,108.55,10.88,162.01
2316,2025-05-19 08:16:52.550554+00,6.36,106.58,11.0,159.07
2317,2025-05-19 08:36:52.595519+00,6.39,104.88,11.19,156.54
2318,2025-05-19 08:56:52.564415+00,6.42,104.05,11.31,155.3
2319,2025-05-19 09:16:52.723642+00,6.45,102.35,11.5,152.76
2320,2025-05-19 09:36:52.868255+00,6.47,101.17,11.63,151.0
2321,2025-05-19 09:56:52.769914+00,6.52,100.81,11.75,150.46
2322,2025-05-19 10:16:52.583858+00,6.61,100.49,11.94,149.99
2323,2025-05-19 10:36:52.569768+00,6.69,99.93,12.13,149.15
2324,2025-05-19 10:56:52.740304+00,6.79,99.96,12.31,149.19
2325,2025-05-19 11:16:52.621875+00,6.86,99.18,12.5,148.03
2326,2025-05-19 11:36:53.218507+00,6.96,98.32,12.75,146.75
2327,2025-05-19 11:56:52.598619+00,7.16,99.77,13.0,148.91
2328,2025-05-19 12:16:52.774537+00,7.21,97.77,13.25,145.93
2329,2025-05-19 12:36:52.588543+00,7.26,96.53,13.44,144.07
2330,2025-05-19 12:56:52.754507+00,7.37,95.15,13.75,142.01
2331,2025-05-19 13:16:52.663795+00,7.49,94.76,14.0,141.43
2332,2025-05-19 13:36:52.648102+00,7.53,92.53,14.25,138.1
2333,2025-05-19 13:56:52.621754+00,7.67,91.84,14.56,137.07
2334,2025-05-19 14:16:52.772171+00,7.68,88.17,14.87,131.6
2335,2025-05-19 14:36:52.623081+00,7.81,86.37,15.25,128.91
2336,2025-05-19 14:56:52.632888+00,7.91,84.76,15.56,126.51
2337,2025-05-19 15:16:52.61687+00,8.03,83.49,15.88,124.61
2338,2025-05-19 15:36:52.640843+00,8.11,81.42,16.19,121.52
2339,2025-05-19 15:56:52.64434+00,8.2,78.83,16.56,117.66
2340,2025-05-19 16:16:52.637564+00,8.32,77.69,16.87,115.96
2341,2025-05-19 16:36:52.730005+00,8.4,74.74,17.25,111.55
2342,2025-05-19 16:56:52.663737+00,8.5,73.13,17.56,109.15
2343,2025-05-19 17:16:52.835797+00,8.56,70.61,17.87,105.39
2344,2025-05-19 17:36:52.654252+00,8.64,69.3,18.12,103.43
2345,2025-05-19 17:56:52.851137+00,8.7,66.65,18.44,99.48
2346,2025-05-19 18:16:52.661435+00,8.78,65.34,18.69,97.52
2347,2025-05-19 18:36:52.697535+00,8.84,63.57,18.94,94.88
2348,2025-05-19 18:56:52.680468+00,8.86,60.88,19.19,90.87
2349,2025-05-19 19:16:52.694966+00,8.91,58.88,19.44,87.88
2350,2025-05-19 19:36:52.69044+00,9.02,59.9,19.56,89.4
2351,2025-05-19 19:56:52.700106+00,9.04,57.97,19.75,86.52
2352,2025-05-19 20:16:52.80619+00,9.07,57.14,19.87,85.28
2353,2025-05-19 20:36:52.974973+00,9.08,56.49,19.94,84.31
2354,2025-05-19 20:56:52.697386+00,9.07,57.9,19.81,86.42
2355,2025-05-19 21:16:52.807609+00,9.06,58.42,19.75,87.19
2356,2025-05-19 21:36:52.714048+00,9.1,60.98,19.62,91.01
2357,2025-05-19 21:56:52.878755+00,8.99,59.96,19.5,89.49
2358,2025-05-19 22:16:52.749527+00,8.99,62.36,19.31,93.07
2359,2025-05-19 22:36:52.709771+00,8.92,63.9,19.06,95.37
2360,2025-05-19 22:56:52.729067+00,8.85,66.19,18.75,98.79
2361,2025-05-19 23:16:52.888927+00,8.79,67.96,18.5,101.43
2362,2025-05-19 23:36:52.712613+00,8.72,69.5,18.25,103.73
2363,2025-05-19 23:56:52.875645+00,8.66,72.02,17.94,107.49
2364,2025-05-20 00:16:52.875369+00,8.6,73.79,17.69,110.13
2365,2025-05-20 00:36:52.716787+00,8.53,76.21,17.37,113.75
2366,2025-05-20 00:56:52.709351+00,8.5,78.67,17.12,117.42
2367,2025-05-20 01:16:52.879786+00,8.43,80.21,16.87,119.72
2368,2025-05-20 01:36:52.80122+00,8.32,81.59,16.56,121.78
2369,2025-05-20 01:56:52.829332+00,8.28,83.06,16.37,123.97
2370,2025-05-20 02:16:52.711021+00,8.23,85.82,16.06,128.09
2371,2025-05-20 02:36:52.698511+00,8.15,86.24,15.88,128.72
2372,2025-05-20 02:56:52.826497+00,8.09,88.01,15.63,131.36
2373,2025-05-20 03:16:52.701898+00,8.03,89.78,15.38,134.0
2374,2025-05-20 03:36:52.895302+00,7.98,91.03,15.19,135.87
2375,2025-05-20 03:56:52.815368+00,7.92,92.04,15.0,137.37
2376,2025-05-20 04:16:52.695699+00,7.87,94.04,14.75,140.36
2377,2025-05-20 04:36:52.886332+00,7.79,94.59,14.56,141.18
2378,2025-05-20 04:56:52.851127+00,7.74,95.71,14.38,142.85
2379,2025-05-20 05:16:52.723071+00,7.71,98.17,14.13,146.52
2380,2025-05-20 05:36:52.697139+00,7.64,98.96,13.94,147.7
2381,2025-05-20 05:56:52.782217+00,7.58,99.97,13.75,149.21
2382,2025-05-20 06:16:52.940508+00,7.51,100.75,13.56,150.37
2383,2025-05-20 06:36:52.718548+00,7.47,102.1,13.38,152.39
2384,2025-05-20 06:56:52.718879+00,7.37,101.44,13.25,151.4
2385,2025-05-20 07:16:52.753183+00,7.34,102.26,13.13,152.63
2386,2025-05-20 07:36:52.827004+00,7.28,101.77,13.06,151.9
2387,2025-05-20 07:56:52.871342+00,7.28,101.77,13.06,151.9
2388,2025-05-20 08:16:52.896052+00,7.28,100.13,13.19,149.45
2389,2025-05-20 08:36:52.738568+00,7.3,98.2,13.38,146.57
2390,2025-05-20 08:56:52.728498+00,7.26,95.77,13.5,142.94
2391,2025-05-20 09:16:52.89197+00,7.34,96.1,13.62,143.43
2392,2025-05-20 09:36:52.731272+00,7.33,94.23,13.75,140.64
2393,2025-05-20 09:56:52.866905+00,7.37,93.51,13.88,139.57
2394,2025-05-20 10:16:52.879479+00,7.43,92.63,14.06,138.25
2395,2025-05-20 10:36:52.797802+00,7.49,91.61,14.25,136.73
2396,2025-05-20 10:56:52.831139+00,7.56,90.83,14.44,135.57
2397,2025-05-20 11:16:52.752163+00,7.62,89.81,14.63,134.04
2398,2025-05-20 11:36:52.777111+00,7.73,89.32,14.87,133.31
2399,2025-05-20 11:56:52.778079+00,7.8,87.65,15.13,130.82
2400,2025-05-20 12:16:52.962238+00,7.88,86.34,15.38,128.87
2401,2025-05-20 12:36:52.8834+00,7.94,83.82,15.69,125.1
2402,2025-05-20 12:56:52.911633+00,8.04,81.45,16.06,121.57
2403,2025-05-20 13:16:52.849533+00,8.16,80.31,16.37,119.87
2404,2025-05-20 13:36:52.809093+00,8.23,78.77,16.62,117.57
2405,2025-05-20 13:56:52.785304+00,8.28,76.77,16.87,114.58
2406,2025-05-20 14:16:52.950536+00,8.31,73.43,17.19,109.6
2407,2025-05-20 14:36:52.998834+00,8.43,73.92,17.37,110.33
2408,2025-05-20 14:56:52.919211+00,8.54,71.66,17.75,106.96
2409,2025-05-20 15:16:52.951025+00,8.62,68.84,18.12,102.75
2410,2025-05-20 15:36:52.984351+00,8.67,67.6,18.31,100.9
2411,2025-05-20 15:56:52.820836+00,8.74,64.42,18.69,96.15
2412,2025-05-20 16:16:52.936246+00,8.84,63.57,18.94,94.88
2413,2025-05-20 16:36:52.837973+00,8.89,60.82,19.25,90.78
2414,2025-05-20 16:56:53.509002+00,8.95,59.8,19.44,89.25
2415,2025-05-20 17:16:52.851695+00,9.01,58.03,19.69,86.61
2416,2025-05-20 17:36:53.306866+00,9.1,56.95,19.94,85.0
2417,2025-05-20 17:56:52.827451+00,9.1,55.44,20.06,82.75
2418,2025-05-20 18:16:53.041478+00,9.17,54.66,20.25,81.58
2419,2025-05-20 18:36:53.005653+00,9.17,52.26,20.44,78.0
2420,2025-05-20 18:56:52.874815+00,9.22,52.66,20.5,78.6
2421,2025-05-20 19:16:53.006698+00,9.26,52.07,20.62,77.72
2422,2025-05-20 19:36:52.884015+00,9.28,51.64,20.69,77.07
2423,2025-05-20 19:56:53.127867+00,9.27,49.9,20.81,74.48
2424,2025-05-20 20:16:52.89679+00,9.3,50.59,20.81,75.51
2425,2025-05-20 20:36:52.976605+00,9.27,49.02,20.88,73.16
2426,2025-05-20 20:56:52.905601+00,9.29,51.12,20.75,76.3
2427,2025-05-20 21:16:52.889217+00,9.26,51.18,20.69,76.39
2428,2025-05-20 21:36:52.901877+00,9.24,52.36,20.56,78.15
2429,2025-05-20 21:56:52.903369+00,9.24,55.51,20.31,82.85
2430,2025-05-20 22:16:53.042753+00,9.14,56.36,20.06,84.12
2431,2025-05-20 22:36:52.932493+00,9.09,59.11,19.75,88.22
2432,2025-05-20 22:56:52.997981+00,9.04,61.11,19.5,91.21
2433,2025-05-20 23:16:53.050754+00,8.98,63.64,19.19,94.99
2434,2025-05-20 23:36:53.080097+00,8.91,66.06,18.87,98.6
2435,2025-05-20 23:56:53.187994+00,8.83,67.37,18.62,100.55
2436,2025-05-21 00:16:53.044255+00,8.82,71.04,18.31,106.03
2437,2025-05-21 00:36:52.893863+00,8.72,71.14,18.12,106.18
2438,2025-05-21 00:56:52.879114+00,8.66,72.9,17.87,108.81
2439,2025-05-21 01:16:52.890136+00,8.6,75.43,17.56,112.58
2440,2025-05-21 01:36:52.890933+00,8.54,77.2,17.31,115.22
2441,2025-05-21 01:56:52.87729+00,8.45,78.28,17.06,116.84
2442,2025-05-21 02:16:53.019031+00,8.4,80.28,16.81,119.82
2443,2025-05-21 02:36:52.884751+00,8.32,81.59,16.56,121.78
2444,2025-05-21 02:56:52.975954+00,8.3,84.28,16.31,125.79
2445,2025-05-21 03:16:53.021469+00,8.25,86.27,16.06,128.76
2446,2025-05-21 03:36:53.04397+00,8.16,87.35,15.81,130.37
2447,2025-05-21 03:56:53.055559+00,8.09,88.89,15.56,132.67
2448,2025-05-21 04:16:52.887419+00,8.03,90.66,15.31,135.31
2449,2025-05-21 04:36:52.881791+00,7.98,92.66,15.06,138.3
2450,2025-05-21 04:56:52.93036+00,7.89,93.74,14.81,139.91
2451,2025-05-21 05:16:53.09007+00,7.83,95.51,14.56,142.55
2452,2025-05-21 05:36:52.890419+00,7.86,99.35,14.31,148.28
2453,2025-05-21 05:56:52.915275+00,7.81,102.1,14.0,152.39
2454,2025-05-21 06:16:52.88328+00,7.61,99.9,13.81,149.1
2455,2025-05-21 06:36:52.898444+00,7.68,103.9,13.62,155.07
2456,2025-05-21 06:56:52.900851+00,7.51,100.75,13.56,150.37
2457,2025-05-21 07:16:52.898999+00,7.47,100.59,13.5,150.13
2458,2025-05-21 07:36:52.91721+00,7.43,99.67,13.5,148.76
2459,2025-05-21 07:56:52.917456+00,7.39,99.51,13.44,148.52
2460,2025-05-21 08:16:52.90644+00,7.36,98.07,13.5,146.37
2461,2025-05-21 08:36:52.906292+00,7.39,96.36,13.69,143.82
2462,2025-05-21 08:56:52.913817+00,7.38,96.13,13.69,143.48
2463,2025-05-21 09:16:52.906429+00,7.39,94.85,13.81,141.57
2464,2025-05-21 09:36:52.916711+00,7.42,93.91,13.94,140.16
2465,2025-05-21 09:56:52.938785+00,7.43,92.63,14.06,138.25
2466,2025-05-21 10:16:53.03164+00,7.43,90.99,14.19,135.81
2467,2025-05-21 10:36:52.92883+00,7.5,91.09,14.31,135.96
2468,2025-05-21 10:56:52.936718+00,7.55,90.6,14.44,135.22
2469,2025-05-21 11:16:53.137668+00,7.64,90.27,14.63,134.73
2470,2025-05-21 11:36:53.035724+00,7.65,88.24,14.81,131.7
2471,2025-05-21 11:56:53.066564+00,7.73,88.44,14.94,132.0
2472,2025-05-21 12:16:53.046799+00,7.78,87.19,15.13,130.13
2473,2025-05-21 12:36:52.946139+00,7.85,86.53,15.31,129.15
2474,2025-05-21 12:56:53.661147+00,7.9,85.29,15.5,127.3
2475,2025-05-21 13:16:52.945924+00,7.95,84.05,15.69,125.45
2476,2025-05-21 13:36:53.065045+00,7.98,81.59,15.94,121.78
2477,2025-05-21 13:56:53.062987+00,8.05,81.68,16.06,121.91
2478,2025-05-21 14:16:52.97109+00,8.1,79.69,16.31,118.94
2479,2025-05-21 14:36:53.136971+00,8.19,77.85,16.62,116.19
2480,2025-05-21 14:56:53.141188+00,8.27,76.54,16.87,114.24
2481,2025-05-21 15:16:52.979372+00,8.34,75.0,17.12,111.94
2482,2025-05-21 15:36:52.994278+00,8.4,73.23,17.37,109.3
2483,2025-05-21 15:56:52.994753+00,8.5,72.38,17.62,108.03
2484,2025-05-21 16:16:53.148279+00,8.56,69.73,17.94,104.07
2485,2025-05-21 16:36:52.983659+00,8.59,68.15,18.12,101.72
2486,2025-05-21 16:56:52.998804+00,8.64,66.15,18.37,98.73
2487,2025-05-21 17:16:53.040293+00,8.7,64.38,18.62,96.09
2488,2025-05-21 17:36:53.024526+00,8.77,63.6,18.81,94.93
2489,2025-05-21 17:56:53.059458+00,8.77,61.96,18.94,92.48
2490,2025-05-21 18:16:53.027975+00,8.83,61.83,19.06,92.28
2491,2025-05-21 18:36:53.203147+00,8.84,60.42,19.19,90.18
2492,2025-05-21 18:56:53.322154+00,8.88,59.83,19.31,89.3
2493,2025-05-21 19:16:53.04882+00,8.92,59.99,19.37,89.54
2494,2025-05-21 19:36:53.216203+00,8.92,59.11,19.44,88.22
2495,2025-05-21 19:56:53.2252+00,8.93,59.34,19.44,88.57
2496,2025-05-21 20:16:53.16719+00,8.92,59.11,19.44,88.22
2497,2025-05-21 20:36:53.185923+00,8.92,59.99,19.37,89.54
2498,2025-05-21 20:56:53.263112+00,8.91,59.76,19.37,89.19
2499,2025-05-21 21:16:53.168989+00,8.9,61.04,19.25,91.1
2500,2025-05-21 21:36:53.169792+00,8.88,62.98,19.06,94.0
2501,2025-05-21 21:56:53.178315+00,8.85,65.43,18.81,97.66
2502,2025-05-21 22:16:53.086973+00,8.77,66.75,18.56,99.63
2503,2025-05-21 22:36:53.093208+00,8.73,68.97,18.31,102.94
2504,2025-05-21 22:56:53.055553+00,8.67,70.74,18.06,105.58
2505,2025-05-21 23:16:53.082188+00,8.63,73.73,17.75,110.04
2506,2025-05-21 23:36:53.200248+00,8.56,75.27,17.5,112.34
2507,2025-05-21 23:56:53.223242+00,8.5,77.79,17.19,116.1
2508,2025-05-22 00:16:53.055287+00,8.41,79.75,16.87,119.03
2509,2025-05-22 00:36:53.172858+00,8.37,82.74,16.56,123.49
2510,2025-05-22 00:56:53.20092+00,8.24,83.65,16.25,124.85
2511,2025-05-22 01:16:53.035408+00,8.22,87.1,15.94,130.0
2512,2025-05-22 01:36:53.061797+00,8.13,88.93,15.63,132.73
2513,2025-05-22 01:56:53.200627+00,8.07,90.7,15.38,135.37
2514,2025-05-22 02:16:53.149329+00,7.98,92.66,15.06,138.3
2515,2025-05-22 02:36:53.055413+00,7.92,94.43,14.81,140.94
2516,2025-05-22 02:56:53.064729+00,7.86,96.2,14.56,143.58
2517,2025-05-22 03:16:53.220182+00,7.8,97.09,14.38,144.91
2518,2025-05-22 03:36:53.044296+00,7.72,97.64,14.19,145.73
2519,2025-05-22 03:56:53.178996+00,7.66,98.66,14.0,147.25
2520,2025-05-22 04:16:53.052579+00,7.6,99.67,13.81,148.76
2521,2025-05-22 04:36:53.100853+00,7.52,100.98,13.56,150.72
2522,2025-05-22 04:56:53.249902+00,7.46,102.75,13.31,153.36
2523,2025-05-22 05:16:53.052707+00,7.43,104.33,13.13,155.72
2524,2025-05-22 05:36:53.354938+00,7.3,104.49,12.88,155.96
2525,2025-05-22 05:56:53.247205+00,7.26,105.21,12.75,157.03
2526,2025-05-22 06:16:53.052864+00,7.21,106.45,12.56,158.88
2527,2025-05-22 06:36:53.218192+00,7.13,106.13,12.44,158.4
2528,2025-05-22 06:56:53.298088+00,7.09,106.09,12.37,158.34
2529,2025-05-22 07:16:53.07502+00,7.02,105.24,12.31,157.07
2530,2025-05-22 07:36:53.047514+00,6.98,104.32,12.31,155.7
2531,2025-05-22 07:56:53.166782+00,6.96,103.11,12.37,153.9
2532,2025-05-22 08:16:53.047978+00,6.95,102.0,12.44,152.24
2533,2025-05-22 08:36:53.056992+00,6.95,99.61,12.63,148.67
2534,2025-05-22 08:56:53.059007+00,6.96,99.08,12.69,147.88
2535,2025-05-22 09:16:53.058771+00,6.97,98.55,12.75,147.09
2536,2025-05-22 09:36:53.270445+00,7.01,97.84,12.88,146.03
2537,2025-05-22 09:56:53.078472+00,6.98,97.15,12.88,145.0
2538,2025-05-22 10:16:53.096205+00,7.01,97.08,12.94,144.9
2539,2025-05-22 10:36:53.301013+00,7.07,96.95,13.06,144.7
2540,2025-05-22 10:56:53.189565+00,7.1,97.64,13.06,145.73
2541,2025-05-22 11:16:53.082601+00,7.13,97.44,13.13,145.43
2542,2025-05-22 11:36:53.070295+00,7.12,97.21,13.13,145.09
2543,2025-05-22 11:56:53.082867+00,7.14,97.67,13.13,145.78
2544,2025-05-22 12:16:53.119234+00,7.12,95.7,13.25,142.84
2545,2025-05-22 12:36:53.077127+00,7.16,95.87,13.31,143.09
2546,2025-05-22 12:56:53.305255+00,7.17,95.22,13.38,142.12
2547,2025-05-22 13:16:53.31158+00,7.24,94.56,13.56,141.13
2548,2025-05-22 13:36:53.265086+00,7.3,95.18,13.62,142.06
2549,2025-05-22 13:56:53.235286+00,7.35,93.94,13.81,140.21
2550,2025-05-22 14:16:53.082856+00,7.41,94.43,13.88,140.94
2551,2025-05-22 14:36:53.113653+00,7.43,93.38,14.0,139.37
2552,2025-05-22 14:56:53.101733+00,7.47,91.91,14.19,137.18
2553,2025-05-22 15:16:53.281204+00,7.54,92.0,14.31,137.31
2554,2025-05-22 15:36:53.219827+00,7.58,90.53,14.5,135.12
2555,2025-05-22 15:56:55.684752+00,7.64,89.52,14.69,133.61
2556,2025-05-22 16:16:53.186092+00,7.68,88.92,14.81,132.72
2557,2025-05-22 16:36:53.207596+00,7.73,86.92,15.06,129.73
2558,2025-05-22 16:56:53.002349+00,7.81,87.12,15.19,130.03
2559,2025-05-22 17:16:53.116022+00,7.87,86.11,15.38,128.52
2560,2025-05-22 17:36:53.235537+00,7.88,83.19,15.63,124.16
2561,2025-05-22 17:56:53.293557+00,7.96,82.76,15.81,123.52
2562,2025-05-22 18:16:52.976191+00,8.03,81.98,16.0,122.36
2563,2025-05-22 18:36:53.126624+00,8.06,81.91,16.06,122.25
2564,2025-05-22 18:56:52.969781+00,8.11,81.42,16.19,121.52
2565,2025-05-22 19:16:53.131277+00,8.18,81.52,16.31,121.67
2566,2025-05-22 22:23:47.483145+00,7.98,95.05,14.87,141.87
2567,2025-05-22 22:43:47.554749+00,7.84,95.74,14.56,142.9
2568,2025-05-22 23:03:47.389646+00,7.75,97.58,14.25,145.64
2569,2025-05-22 23:23:47.50348+00,7.67,99.64,13.94,148.72
2570,2025-05-22 23:43:47.536424+00,7.57,101.38,13.62,151.31
2571,2025-05-23 00:03:47.721242+00,7.51,103.9,13.31,155.07
2572,2025-05-23 00:23:47.438007+00,7.4,104.52,13.06,156.0
2573,2025-05-23 00:43:47.371091+00,7.34,107.05,12.75,159.78
2574,2025-05-23 01:03:47.362261+00,7.23,107.67,12.5,160.7
2575,2025-05-23 01:23:47.378361+00,7.15,109.73,12.19,163.78
2576,2025-05-23 01:43:47.351292+00,7.04,110.36,11.94,164.72
2577,2025-05-23 02:03:47.360285+00,6.94,111.96,11.63,167.1
2578,2025-05-23 02:23:47.487703+00,6.84,112.81,11.38,168.37
2579,2025-05-23 02:43:47.514006+00,6.72,113.33,11.12,169.15
2580,2025-05-23 03:03:47.539582+00,6.62,114.06,10.88,170.24
2581,2025-05-23 03:23:47.472443+00,6.53,114.38,10.69,170.72
2582,2025-05-23 03:43:47.406054+00,6.42,114.25,10.5,170.52
2583,2025-05-23 04:03:47.350939+00,6.28,113.43,10.31,169.3
2584,2025-05-23 04:23:47.359244+00,6.21,114.97,10.06,171.6
2585,2025-05-23 04:43:47.475638+00,6.08,114.25,9.88,170.52
2586,2025-05-23 05:03:47.353766+00,5.98,114.34,9.69,170.66
2587,2025-05-23 05:23:47.351706+00,5.85,113.75,9.5,169.78
2588,2025-05-23 05:43:47.484799+00,5.76,114.08,9.31,170.27
2589,2025-05-23 06:03:47.358216+00,5.65,113.06,9.19,168.75
2590,2025-05-23 06:23:47.533294+00,5.52,110.83,9.13,165.42
2591,2025-05-23 06:43:47.543391+00,5.47,110.57,9.06,165.03
2592,2025-05-23 07:03:47.350161+00,5.38,108.5,9.06,161.94
2593,2025-05-23 07:23:47.33968+00,5.37,108.27,9.06,161.6
2594,2025-05-23 07:43:47.696751+00,5.3,105.03,9.19,156.76
2595,2025-05-23 08:03:47.491884+00,5.34,105.19,9.25,157.0
2596,2025-05-23 08:23:47.354875+00,5.32,103.98,9.31,155.19
2597,2025-05-23 08:43:47.529927+00,5.36,102.51,9.5,153.0
2598,2025-05-23 09:03:47.385998+00,5.39,101.56,9.63,151.58
2599,2025-05-23 09:23:47.48208+00,5.44,101.2,9.75,151.04
2600,2025-05-23 09:43:47.446104+00,5.46,100.9,9.81,150.6
2601,2025-05-23 10:03:47.373235+00,5.55,101.33,9.94,151.24
2602,2025-05-23 10:23:47.364676+00,5.61,101.2,10.06,151.04
2603,2025-05-23 10:43:47.361904+00,5.72,102.84,10.13,153.49
2604,2025-05-23 11:03:47.537768+00,5.72,102.08,10.19,152.36
2605,2025-05-23 11:23:47.496819+00,5.76,101.49,10.31,151.48
2606,2025-05-23 11:43:47.52771+00,5.89,102.08,10.5,152.36
2607,2025-05-23 12:03:47.532503+00,5.92,102.02,10.56,152.27
2608,2025-05-23 12:23:47.485819+00,6.04,101.63,10.81,151.69
2609,2025-05-23 12:43:47.367489+00,6.16,102.74,10.94,153.34
2610,2025-05-23 13:03:47.524723+00,6.23,103.6,11.0,154.63
2611,2025-05-23 13:23:47.560566+00,6.27,103.0,11.12,153.73
2612,2025-05-23 13:43:47.418007+00,6.35,103.2,11.25,154.03
2613,2025-05-23 14:03:47.396991+00,6.44,102.12,11.5,152.42
2614,2025-05-23 14:23:47.427823+00,6.52,101.57,11.69,151.6
2615,2025-05-23 14:43:47.490907+00,6.65,102.16,11.88,152.48
2616,2025-05-23 15:03:47.539109+00,6.74,101.96,12.06,152.18
2617,2025-05-23 15:23:47.538907+00,6.82,100.65,12.31,150.22
2619,2025-05-23 16:03:47.579193+00,7.0,100.0,12.69,149.25
2620,2025-05-23 16:23:47.539602+00,7.08,98.69,12.94,147.3
2621,2025-05-23 16:43:47.680473+00,7.17,98.36,13.13,146.81
2622,2025-05-23 17:03:47.60086+00,7.23,97.47,13.31,145.48
2623,2025-05-23 17:23:47.53453+00,7.3,96.69,13.5,144.31
2624,2025-05-23 17:43:47.676477+00,7.33,94.99,13.69,141.78
2625,2025-05-23 18:03:47.430272+00,7.39,94.85,13.81,141.57
2626,2025-05-23 18:23:47.416141+00,7.44,93.61,14.0,139.72
2627,2025-05-23 18:43:47.430265+00,7.47,92.66,14.13,138.3
2628,2025-05-23 19:03:47.443793+00,7.53,92.53,14.25,138.1
2629,2025-05-23 19:23:47.434899+00,7.57,91.81,14.38,137.03
2630,2025-05-23 19:43:47.451955+00,7.59,91.51,14.44,136.58
2631,2025-05-23 20:03:48.10973+00,7.6,90.23,14.56,134.67
2632,2025-05-23 20:23:47.434492+00,7.63,90.92,14.56,135.7
2633,2025-05-23 20:43:47.443602+00,7.63,92.43,14.44,137.96
2634,2025-05-23 21:03:47.454477+00,7.61,93.61,14.31,139.72
2635,2025-05-23 21:23:47.482587+00,7.59,95.42,14.13,142.42
2636,2025-05-23 21:43:47.441323+00,7.56,97.87,13.88,146.07
2637,2025-05-23 22:03:47.593871+00,7.47,99.08,13.62,147.88
2638,2025-05-23 22:23:47.572997+00,7.39,100.27,13.38,149.66
2639,2025-05-23 22:43:47.78209+00,7.33,102.92,13.06,153.61
2640,2025-05-23 23:03:47.45672+00,7.35,106.52,12.81,158.99
2641,2025-05-23 23:23:47.444878+00,7.29,109.05,12.5,162.76
2642,2025-05-23 23:43:47.448787+00,7.23,110.06,12.31,164.27
2643,2025-05-24 00:03:47.594411+00,7.1,110.22,12.06,164.51
2644,2025-05-24 00:23:47.428537+00,6.92,109.24,11.81,163.04
2645,2025-05-24 00:43:47.4645+00,6.84,109.67,11.63,163.69
2646,2025-05-24 01:03:47.443967+00,6.75,109.99,11.44,164.16
2647,2025-05-24 01:23:47.44233+00,6.68,110.78,11.25,165.34
2648,2025-05-24 01:43:47.752455+00,6.6,111.33,11.06,166.16
2649,2025-05-24 02:03:47.627197+00,6.52,111.76,10.88,166.81
2650,2025-05-24 02:23:47.427401+00,6.43,112.09,10.69,167.3
2651,2025-05-24 02:43:49.766462+00,6.33,112.18,10.5,167.43
2652,2025-05-24 03:03:47.606227+00,6.24,112.51,10.31,167.93
2653,2025-05-24 03:23:47.426362+00,6.15,111.95,10.19,167.09
2654,2025-05-24 03:43:47.530979+00,6.08,112.74,10.0,168.27
2655,2025-05-24 04:03:47.450616+00,6.0,111.66,9.94,166.66
2656,2025-05-24 04:23:47.432615+00,5.89,110.77,9.81,165.33
2657,2025-05-24 04:43:47.42628+00,5.8,109.46,9.75,163.37
2658,2025-05-24 05:03:47.456417+00,5.8,110.21,9.69,164.49
2659,2025-05-24 05:23:47.555405+00,5.71,108.9,9.63,162.54
2660,2025-05-24 05:43:47.578202+00,5.66,108.64,9.56,162.15
2661,2025-05-24 06:03:47.418209+00,5.59,107.78,9.5,160.87
2662,2025-05-24 06:23:47.419776+00,5.59,108.54,9.44,162.0
2663,2025-05-24 06:43:47.418917+00,5.47,105.79,9.44,157.9
2664,2025-05-24 07:03:47.509038+00,5.49,105.49,9.5,157.45
2665,2025-05-24 07:23:47.417785+00,5.53,104.77,9.63,156.37
2666,2025-05-24 07:43:47.439676+00,5.49,103.1,9.69,153.88
2667,2025-05-24 08:03:47.413938+00,5.5,101.82,9.81,151.97
